D2EC5CF6-860E-406F-ADE0-771A6ED175A6,238AAECF-0964-4B33-84C2-60E1EA8FEC80,NonRelevant,
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,NonRelevant,
F2927863-4DC9-4112-887A-7FA7DD458E15,657E6EF2-52A1-4BEB-BE09-B72F51692F5D,CannotJudge,"These are two Word files, with different versions of the same book chapter - so version3 was created from version2 (making a copy and then editing it)"
C56EF5A5-7505-4A2B-9111-97269D6E4015,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,NonRelevant,
18CCEBAF-044D-4C06-BB3C-46FA24616113,5C6AB760-D356-4E29-8E57-199D8354FA74,ContextuallyRelevant,
7339EDCF-8433-46FC-8741-E02DA2244C68,5C6AB760-D356-4E29-8E57-199D8354FA74,ContextuallyRelevant,
F2927863-4DC9-4112-887A-7FA7DD458E15,18CCEBAF-044D-4C06-BB3C-46FA24616113,NonRelevant,
F2927863-4DC9-4112-887A-7FA7DD458E15,FEAAA6C8-6100-4C08-AAF5-B9296006C282,NonRelevant,
5C6AB760-D356-4E29-8E57-199D8354FA74,F2927863-4DC9-4112-887A-7FA7DD458E15,NonRelevant,
D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,D2EC5CF6-860E-406F-ADE0-771A6ED175A6,NonRelevant,
D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,5C6AB760-D356-4E29-8E57-199D8354FA74,ContextuallyRelevant,
5C6AB760-D356-4E29-8E57-199D8354FA74,18CCEBAF-044D-4C06-BB3C-46FA24616113,ContextuallyRelevant,
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,F2927863-4DC9-4112-887A-7FA7DD458E15,ContextuallyRelevant,
FEAAA6C8-6100-4C08-AAF5-B9296006C282,238AAECF-0964-4B33-84C2-60E1EA8FEC80,NonRelevant,
C56EF5A5-7505-4A2B-9111-97269D6E4015,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,NonRelevant,
7339EDCF-8433-46FC-8741-E02DA2244C68,18CCEBAF-044D-4C06-BB3C-46FA24616113,ContextuallyRelevant,
5C6AB760-D356-4E29-8E57-199D8354FA74,FEAAA6C8-6100-4C08-AAF5-B9296006C282,Relevant,
7339EDCF-8433-46FC-8741-E02DA2244C68,18CCEBAF-044D-4C06-BB3C-46FA24616113,ContextuallyRelevant,
F2927863-4DC9-4112-887A-7FA7DD458E15,D2EC5CF6-860E-406F-ADE0-771A6ED175A6,ContextuallyRelevant,
C56EF5A5-7505-4A2B-9111-97269D6E4015,F2539764-A43C-48DA-B1C8-4B0091D8057C,Relevant,
18CCEBAF-044D-4C06-BB3C-46FA24616113,657E6EF2-52A1-4BEB-BE09-B72F51692F5D,NonRelevant,
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,18CCEBAF-044D-4C06-BB3C-46FA24616113,NonRelevant,
18CCEBAF-044D-4C06-BB3C-46FA24616113,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,NonRelevant,
18CCEBAF-044D-4C06-BB3C-46FA24616113,FEAAA6C8-6100-4C08-AAF5-B9296006C282,ContextuallyRelevant,Same
D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,NonRelevant,
FEAAA6C8-6100-4C08-AAF5-B9296006C282,18CCEBAF-044D-4C06-BB3C-46FA24616113,ContextuallyRelevant,Some of the elements of the excel file are used as input for the script in the terminal.
18CCEBAF-044D-4C06-BB3C-46FA24616113,7339EDCF-8433-46FC-8741-E02DA2244C68,Relevant,Copy elements from one xml to the other.
FEAAA6C8-6100-4C08-AAF5-B9296006C282,5C6AB760-D356-4E29-8E57-199D8354FA74,Relevant,
C56EF5A5-7505-4A2B-9111-97269D6E4015,5C6AB760-D356-4E29-8E57-199D8354FA74,NonRelevant,
5C6AB760-D356-4E29-8E57-199D8354FA74,D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,ContextuallyRelevant,Not totally sure - both files resulted from a script (as edited in the terminal) - it is possible that I wanted to compare them.
FEAAA6C8-6100-4C08-AAF5-B9296006C282,D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,Relevant,Same as earlier.
7339EDCF-8433-46FC-8741-E02DA2244C68,B789E58E-376E-41B3-A859-51195815725C,NonRelevant,Adobe premiere crash (unrelated).
C56EF5A5-7505-4A2B-9111-97269D6E4015,F2539764-A43C-48DA-B1C8-4B0091D8057C,Relevant,First file is a citation. Second file is the papers proof (camera-ready). The citation was missing in the proof and had to be added.
B9A4FB0C-EBA6-47DA-8D03-734D9BD79252,F6012093-FE82-4A6A-AD61-51A9AE59BE5C,ContextuallyRelevant,Weak relationship. Notes about creating a trailer; and the outcome: the trailer created in the video editing software (final outcome).
7339EDCF-8433-46FC-8741-E02DA2244C68,657E6EF2-52A1-4BEB-BE09-B72F51692F5D,NonRelevant,
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,657E6EF2-52A1-4BEB-BE09-B72F51692F5D,ContextuallyRelevant,same as before?
5C6AB760-D356-4E29-8E57-199D8354FA74,D2EC5CF6-860E-406F-ADE0-771A6ED175A6,NonRelevant,
D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,FEAAA6C8-6100-4C08-AAF5-B9296006C282,Relevant,Write script in the terminal -- outcome is the .xml file. 
B9A4FB0C-EBA6-47DA-8D03-734D9BD79252,FAD24B91-F291-4D67-A6E2-83BB7DD8150E,CannotJudge,
B9A4FB0C-EBA6-47DA-8D03-734D9BD79252,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,NonRelevant,
F2927863-4DC9-4112-887A-7FA7DD458E15,D2EC5CF6-860E-406F-ADE0-771A6ED175A6,ContextuallyRelevant,"A draft for a book chapter, and a proposal for a presentation at a conference, both about the same topic."
D1D2BB9B-70DB-4503-8945-B67EBC22F7B7,F2927863-4DC9-4112-887A-7FA7DD458E15,NonRelevant,
FEAAA6C8-6100-4C08-AAF5-B9296006C282,F2539764-A43C-48DA-B1C8-4B0091D8057C,NonRelevant,
B9A4FB0C-EBA6-47DA-8D03-734D9BD79252,FEAAA6C8-6100-4C08-AAF5-B9296006C282,NonRelevant,
B9A4FB0C-EBA6-47DA-8D03-734D9BD79252,41388E66-93EA-4A2B-8855-069751CA87ED,ContextuallyRelevant,"The document captures some notes taken during a meeting about a trailer that I was in the process of creating. The second file, a video, is a capture of a video that I was using in the overarching task (in a video editor). So, there is some relationship between the two documents."
